City,Bedrooms,Building Area (m²),Land Area (m²),Price
tangerang,3,71,91,923870000
tangerang,3,63,101,980000000
tangerang,2,46,116,837080000
tangerang,3,78,67,1080000000
tangerang,5,400,450,17000000000
tangerang,5,325,286,7300000000
tangerang,5,328,300,10500000000
tangerang,6,918,624,13500000000
tangerang,5,230,200,4850000000
tangerang,2,38,70,635000000
tangerang,4,150,162,2900000000
tangerang,6,454,498,24160000000
tangerang,5,230,259,13110000000
tangerang,5,180,311,6800000000
tangerang,4,140,136,2450000000
tangerang,4,140,120,3200000000
tangerang,4,238,216,6850000000
tangerang,4,300,300,9720000000
tangerang,2,70,63,1700000000
tangerang,4,328,300,10580000000
tangerang,4,120,90,2000000000
tangerang,3,100,60,1600000000
tangerang,4,192,162,3700000000
tangerang,4,240,160,5410000000
tangerang,3,71,69,797260000
tangerang,4,174,144,3200000000
tangerang,4,174,144,3200000000
tangerang,4,184,150,4590000000
tangerang,2,65,48,1400000000
tangerang,2,70,60,1480000000
tangerang,4,108,63,1750000000
tangerang,3,150,126,3200000000
tangerang,4,300,293,9900000000
tangerang,3,161,96,3950000000
tangerang,3,136,144,3500000000
tangerang,2,50,40,950000000
tangerang,3,250,216,5300000000
tangerang,4,149,144,2600000000
tangerang,4,164,180,3000000000
tangerang,4,238,216,6880000000
tangerang,5,500,300,8500000000
tangerang,4,330,335,9200000000
tangerang,5,432,300,13150000000
tangerang,4,232,209,7600000000
tangerang,4,204,144,5110000000
tangerang,4,135,105,2450000000
tangerang,4,87,87,1060000000
tangerang,4,238,216,6810000000
tangerang,3,140,144,2570000000
tangerang,4,218,180,3200000000
tangerang,4,204,144,5310000000
tangerang,4,310,219,5200000000
tangerang,4,257,180,5390000000
tangerang,2,68,56,1700000000
tangerang,5,237,199,6300000000
tangerang,3,224,302,10050000000
tangerang,5,280,200,5200000000
tangerang,3,216,250,5300000000
tangerang,2,88,105,2360000000
tangerang,4,454,498,19280000000
tangerang,4,176,228,6030000000
tangerang,2,52,46,600000000
tangerang,4,237,180,7280000000
tangerang,6,525,394,10800000000
tangerang,5,450,300,12700000000
tangerang,3,72,72,800000000
tangerang,4,183,120,3890000000
tangerang,5,300,250,2250000000
tangerang,4,283,216,6840000000
tangerang,5,310,240,7580000000
tangerang,4,218,180,3200000000
tangerang,5,230,259,13110000000
tangerang,4,193,223,4300000000
tangerang,2,63,84,2600000000
tangerang,3,63,57,750340000
tangerang,3,79,63,1540000000
tangerang,4,340,210,7480000000
tangerang,3,110,120,2080000000
tangerang,4,237,150,4700000000
tangerang,4,204,144,4890000000
tangerang,6,480,300,16600000000
tangerang,3,67,60,1060000000
tangerang,4,317,278,7440000000
tangerang,3,200,153,4000000000
tangerang,3,79,63,1540000000
tangerang,5,310,240,7500000000
tangerang,4,257,180,5330000000
tangerang,5,454,498,20220000000
tangerang,4,208,162,6260000000
tangerang,4,150,144,2750000000
tangerang,4,114,105,2330000000
tangerang,2,53,40,1000000000
tangerang,3,250,216,5300000000
tangerang,4,200,215,3450000000
tangerang,3,113,80,1750000000
tangerang,4,112,90,2200000000
tangerang,2,250,250,3800000000
tangerang,4,112,90,2200000000
tangerang,3,60,48,1700000000
tangerang,5,200,200,4500000000
tangerang,5,167,165,2530000000
tangerang,3,236,108,3600000000
tangerang,4,400,126,4500000000
tangerang,2,140,84,1900000000
tangerang,5,250,180,3750000000
tangerang,3,250,199,2700000000
tangerang,1,54,48,1200000000
tangerang,4,112,90,2200000000
tangerang,3,144,84,2800000000
tangerang,3,126,126,2100000000
tangerang,5,300,204,5000000000
tangerang,3,134,120,3250000000
tangerang,5,250,136,3950000000
tangerang,3,125,105,2850000000
tangerang,3,100,126,1950000000
tangerang,4,108,108,1800000000
tangerang,4,200,250,5500000000
tangerang,3,186,144,2900000000
tangerang,3,90,105,2049999999
tangerang,2,80,85,1950000000
tangerang,3,56,66,400000000
tangerang,3,193,170,4800000000
tangerang,3,132,117,2200000000
tangerang,2,269,84,2200000000
tangerang,6,180,229,5800000000
tangerang,3,82,80,1800000000
tangerang,6,180,229,5500000000
tangerang,3,107,105,2300000000
tangerang,2,40,32,720000000
tangerang,3,257,180,6720000000
tangerang,4,196,153,6300000000
tangerang,3,190,72,1750000000
tangerang,4,160,119,2700000000
tangerang,5,136,156,3560000000
tangerang,3,147,80,2300000000
tangerang,4,180,200,4800000000
tangerang,3,190,157,3500000000
tangerang,4,315,228,6500000000
tangerang,5,200,156,4150000000
tangerang,4,160,101,2300000000
tangerang,5,192,128,4200000000
tangerang,4,227,216,5400000000
tangerang,3,310,276,13000000000
tangerang,5,180,136,2700000000
tangerang,3,89,60,1400000000
tangerang,6,400,300,6000000000
tangerang,3,100,126,1950000000
tangerang,5,225,306,4800000000
tangerang,4,400,126,4880000000
tangerang,2,69,84,1900000000
tangerang,5,500,336,15000000000
tangerang,4,275,208,5450000000
tangerang,6,400,126,4500000000
tangerang,3,88,84,2150000000
tangerang,3,66,104,1600000000
tangerang,3,195,144,3650000000
tangerang,2,55,60,926000000
tangerang,4,80,66,1650000000
tangerang,2,50,40,850000000
tangerang,4,400,126,4500000000
tangerang,5,190,136,3200000000
tangerang,5,180,90,1500000000
tangerang,3,60,72,1100000000
tangerang,4,160,119,2500000000
tangerang,4,140,195,2880000000
tangerang,4,156,122,2550000000
tangerang,3,78,77,1700000000
tangerang,4,193,170,4900000000
tangerang,2,30,60,166000000
tangerang,4,350,220,4950000000
tangerang,5,180,229,5500000000
tangerang,5,550,250,9800000000
tangerang,4,108,108,1700000000
tangerang,2,50,90,800000000
tangerang,4,114,165,2550000000
tangerang,5,192,128,4300000000
tangerang,5,180,128,2950000000
tangerang,4,196,153,6300000000
tangerang,4,192,162,4250000000
tangerang,5,192,128,4200000000
tangerang,4,218,180,6000000000
tangerang,5,193,145,3150000000
tangerang,4,180,250,3000000000
tangerang,5,500,437,15900000000
tangerang,6,220,214,8000000000
tangerang,3,61,72,1700000000
tangerang,3,84,77,2200000000
tangerang,2,84,66,1530000000
tangerang,5,500,300,8000000000
tangerang,4,158,128,4200000000
tangerang,4,108,108,1800000000
tangerang,3,100,126,1950000000
tangerang,3,130,120,3000000000
tangerang,3,125,72,2600000000
tangerang,3,140,136,2900000000
tangerang,4,128,192,4300000000
tangerang,4,422,160,5200000000
tangerang,3,84,72,1500000000
tangerang,3,310,276,13000000000
tangerang,3,310,276,13000000000
tangerang,2,53,40,950000000
tangerang,5,134,149,3500000000
tangerang,3,88,84,2400000000
tangerang,4,237,180,7400000000
tangerang,4,229,200,7800000000
tangerang,3,111,246,4200000000
tangerang,3,122,160,2850000000
tangerang,3,200,202,3900000000
tangerang,4,182,170,3700000000
tangerang,4,525,375,10750000000
tangerang,3,89,80,1120000000
tangerang,4,260,250,7900000000
tangerang,3,106,212,4200000000
tangerang,3,128,132,3400000000
tangerang,2,60,60,1500000000
tangerang,3,55,60,750000000
tangerang,2,60,48,1450000000
tangerang,3,186,144,3100000000
tangerang,4,340,136,4600000000
tangerang,3,240,120,2700000000
tangerang,4,432,300,13200000000
tangerang,4,160,120,3150000000
tangerang,3,78,98,2300000000
tangerang,3,100,100,1950000000
tangerang,3,107,105,2300000000
tangerang,4,168,180,3800000000
tangerang,4,216,288,7500000000
tangerang,3,80,85,1950000000
tangerang,3,88,84,2400000000
tangerang,6,190,156,3350000000
tangerang,11,190,156,3350000000
tangerang,4,352,261,7800000000
tangerang,3,62,48,1750000000
tangerang,4,400,126,4880000000
tangerang,3,150,121,3600000000
tangerang,4,209,214,7360000000
tangerang,4,80,60,2250000000
tangerang,3,80,85,1950000000
tangerang,4,89,84,2650000000
tangerang,3,177,103,3600000000
tangerang,4,108,108,1800000000
tangerang,3,68,56,1650000000
tangerang,4,175,112,3300000000
tangerang,4,180,95,1250000000
tangerang,4,155,144,4200000000
tangerang,3,220,170,5300000000
tangerang,4,210,206,4500000000
tangerang,3,300,240,5500000000
tangerang,5,200,128,3300000000
tangerang,4,125,72,2700000000
tangerang,3,120,96,2400000000
tangerang,2,65,60,1530000000
tangerang,5,180,90,1500000000
tangerang,3,132,121,2650000000
tangerang,4,125,72,2250000000
tangerang,2,100,84,2000000000
tangerang,2,53,46,575000000
tangerang,3,250,200,2800000000
tangerang,5,180,229,5500000000
tangerang,3,134,120,3250000000
tangerang,2,60,60,1500000000
tangerang,2,46,52,1550000000
tangerang,6,180,229,5500000000
tangerang,3,193,170,4900000000
tangerang,2,107,126,1660000000
tangerang,2,53,40,1150000000
tangerang,4,175,112,3200000000
tangerang,4,170,180,4700000000
tangerang,5,500,300,8000000000
tangerang,2,42,72,850000000
tangerang,3,65,63,845000000
tangerang,1,57,48,1050000000
tangerang,4,202,100,3800000000
tangerang,3,150,121,3550000000
tangerang,5,228,216,5400000000
tangerang,4,218,180,5900000000
tangerang,5,175,112,3500000000
tangerang,5,285,180,6470000000
tangerang,4,256,200,4350000000
tangerang,3,310,276,13000000000
tangerang,2,70,60,1480000000
tangerang,2,60,120,2500000000
tangerang,4,209,214,16480000000
tangerang,4,176,329,7890000000
tangerang,5,400,252,7050000000
tangerang,6,216,288,7500000000
tangerang,4,220,214,8000000000
tangerang,3,130,90,2150000000
tangerang,2,75,102,2000000000
tangerang,2,46,97,669000000
tangerang,2,70,63,1700000000
tangerang,3,165,271,5400000000
tangerang,5,150,160,4200000000
tangerang,5,300,204,5000000000
tangerang,5,300,104,5000000000
tangerang,3,135,180,3900000000
tangerang,2,87,119,2500000000
tangerang,3,144,78,1650000000
tangerang,4,166,144,4000000000
tangerang,3,78,77,1700000000
tangerang,2,101,84,1970000000
tangerang,4,237,152,5900000000
tangerang,4,180,229,5500000000
tangerang,3,150,121,4200000000
tangerang,3,350,262,4300000000
tangerang,2,80,85,1950000000
tangerang,2,40,32,700000000
tangerang,4,156,122,2550000000
tangerang,2,126,126,2250000000
tangerang,2,57,48,875000000
tangerang,3,98,203,3500000000
tangerang,5,192,128,4330000000
tangerang,2,83,56,1500000000
tangerang,3,88,84,2150000000
tangerang,3,125,72,2600000000
tangerang,3,160,119,2450000000
tangerang,2,68,56,1750000000
tangerang,4,62,66,1600000000
tangerang,3,132,121,2550000000
tangerang,4,229,200,7700000000
tangerang,2,42,72,1310000000
tangerang,4,257,180,6580000000
tangerang,4,432,300,13210000000
tangerang,4,149,236,5700000000
tangerang,2,45,56,1200000000
tangerang,5,204,144,5300000000
tangerang,6,342,240,10700000000
tangerang,3,139,63,5000000000
tangerang,5,205,152,5430000000
tangerang,4,331,300,9980000000
tangerang,2,55,60,901830000
tangerang,5,420,300,7300000000
tangerang,5,205,152,5210000000
tangerang,5,237,180,7280000000
tangerang,4,243,286,7030000000
tangerang,4,283,216,7860000000
tangerang,2,63,48,1700000000
tangerang,4,277,171,6480000000
tangerang,5,359,209,9380000000
tangerang,5,208,162,6200000000
tangerang,2,83,56,1450000000
tangerang,4,126,112,2089999999
tangerang,3,65,63,865800000
tangerang,5,242,171,6040000000
tangerang,3,90,72,1750000000
tangerang,3,214,214,5140000000
tangerang,4,480,240,11890000000
tangerang,5,480,300,14450000000
tangerang,3,93,66,1950000000
tangerang,4,283,216,7900000000
tangerang,5,237,180,7280000000
tangerang,6,180,499,7000000000
tangerang,2,68,56,1350000000
tangerang,4,205,144,6550000000
tangerang,3,65,92,1100000000
tangerang,2,55,60,841000000
tangerang,6,237,180,7200000000
tangerang,5,500,256,6500000000
tangerang,3,179,214,5140000000
tangerang,5,237,150,3600000000
tangerang,2,49,43,602000000
tangerang,4,230,259,13110000000
tangerang,5,295,200,9460000000
tangerang,5,126,151,2400000000
tangerang,3,65,63,877000000
tangerang,4,280,228,6500000000
tangerang,6,261,120,1970000000
tangerang,3,256,180,6350000000
tangerang,6,242,171,6040000000
tangerang,4,284,240,13230000000
tangerang,4,126,112,1900000000
tangerang,2,75,102,2000000000
tangerang,3,120,96,2900000000
tangerang,4,204,144,5700000000
tangerang,5,132,115,2100000000
tangerang,4,183,150,3690000000
tangerang,5,144,84,2960000000
tangerang,4,204,144,4990000000
tangerang,4,216,283,7850000000
tangerang,5,144,84,2790000000
tangerang,5,434,300,12910000000
tangerang,4,261,329,11200000000
tangerang,3,65,63,854000000
tangerang,5,242,172,6040000000
tangerang,5,278,317,12370000000
tangerang,1,35,94,784650000
tangerang,3,79,159,2049999999
tangerang,5,432,300,13290000000
tangerang,10,143,70,2300000000
tangerang,4,295,200,8000000000
tangerang,6,260,250,7800000000
tangerang,5,204,144,5010000000
tangerang,3,256,180,6050000000
tangerang,5,250,152,3000000000
tangerang,4,77,105,1150000000
tangerang,5,432,300,13210000000
tangerang,4,452,300,12950000000
tangerang,4,132,116,1900000000
tangerang,4,161,150,4500000000
tangerang,4,160,120,2950000000
tangerang,5,432,300,12000000000
tangerang,4,412,240,11760000000
tangerang,5,432,250,12990000000
tangerang,4,192,144,4830000000
tangerang,2,45,84,1460000000
tangerang,4,199,162,5100000000
tangerang,6,744,563,19500000000
tangerang,6,432,300,13000000000
tangerang,5,237,180,7430000000
tangerang,4,193,170,5400000000
tangerang,4,208,162,6860000000
tangerang,5,525,394,10750000000
tangerang,4,143,120,3520000000
tangerang,4,204,144,4910000000
tangerang,5,277,171,6400000000
tangerang,3,60,60,900000000
tangerang,4,144,204,5000000000
tangerang,5,295,200,9460000000
tangerang,4,208,162,6880000000
tangerang,4,77,72,1070000000
tangerang,5,218,144,5300000000
tangerang,4,235,289,5800000000
tangerang,4,316,310,10560000000
tangerang,4,200,184,4300000000
tangerang,4,195,300,6790000000
tangerang,4,160,144,4550000000
tangerang,4,331,375,16120000000
tangerang,5,204,144,5080000000
tangerang,4,398,220,11850000000
tangerang,4,412,240,11500000000
tangerang,4,188,126,4000000000
tangerang,5,144,84,2840000000
tangerang,5,242,171,6040000000
tangerang,4,295,200,9270000000
tangerang,2,63,60,829000000
tangerang,4,87,84,1140000000
tangerang,4,242,192,5860000000
tangerang,5,290,220,7400000000
tangerang,2,41,32,992100000
tangerang,5,233,287,6000000000
tangerang,4,210,180,4099999999
tangerang,4,331,300,9990000000
tangerang,4,248,240,7790000000
tangerang,3,155,80,2450000000
tangerang,3,257,180,6720000000
tangerang,3,160,119,2700000000
tangerang,5,325,286,7800000000
tangerang,4,331,300,9920000000
tangerang,4,208,162,6860000000
tangerang,3,45,72,1050000000
tangerang,3,256,180,6020000000
tangerang,4,283,216,7660000000
tangerang,4,165,96,4500000000
tangerang,6,237,180,7430000000
tangerang,4,155,80,2450000000
tangerang,3,95,66,2000000000
tangerang,4,180,128,2950000000
tangerang,3,62,66,1600000000
tangerang,4,200,202,3900000000
tangerang,4,400,225,7800000000
tangerang,4,125,72,2250000000
tangerang,5,193,162,3900000000
tangerang,2,78,78,1250000000
tangerang,2,70,60,1300000000
tangerang,3,200,185,3800000000
tangerang,9,550,250,14000000000
tangerang,4,175,112,3200000000
tangerang,3,133,126,2150000000
tangerang,4,101,96,2700000000
tangerang,5,232,287,6000000000
tangerang,5,180,128,2950000000
tangerang,3,156,122,2550000000
tangerang,2,31,50,600000000
tangerang,4,193,250,4300000000
tangerang,4,155,128,4600000000
tangerang,3,80,60,1500000000
tangerang,4,130,90,2150000000
tangerang,5,168,180,3800000000
tangerang,2,73,77,1900000000
tangerang,4,260,250,7800000000
tangerang,4,240,160,5300000000
tangerang,4,132,144,2500000000
tangerang,3,220,120,2450000000
tangerang,5,277,171,6500000000
tangerang,3,105,63,1900000000
tangerang,5,550,250,10800000000
tangerang,3,105,69,1900000000
tangerang,4,260,250,7800000000
tangerang,4,170,180,4000000000
tangerang,3,100,72,1200000000
tangerang,3,155,128,3600000000
tangerang,3,162,163,3400000000
tangerang,2,80,72,880000000
tangerang,3,101,84,2150000000
tangerang,4,200,202,3900000000
tangerang,3,101,84,2150000000
tangerang,4,62,66,1600000000
tangerang,3,191,180,3000000000
tangerang,4,550,378,9000000000
tangerang,3,70,62,881000000
tangerang,3,136,96,2800000000
tangerang,3,115,179,4250000000
tangerang,2,51,40,900000000
tangerang,4,284,216,9500000000
tangerang,2,70,63,1750000000
tangerang,3,120,90,2400000000
tangerang,4,175,112,3100000000
tangerang,5,164,180,4900000000
tangerang,6,359,209,9380000000
tangerang,5,132,121,2550000000
tangerang,3,120,315,3800000000
tangerang,2,88,105,2300000000
tangerang,2,70,60,1480000000
tangerang,3,78,88,2400000000
tangerang,2,62,48,1350000000
tangerang,4,220,180,4200000000
tangerang,4,300,240,5500000000
tangerang,3,300,240,5500000000
tangerang,3,300,240,5500000000
tangerang,2,60,52,1300000000
tangerang,3,196,240,6250000000
tangerang,4,130,90,2150000000
tangerang,5,204,144,4900000000
tangerang,3,75,41,716000000
tangerang,3,101,84,2150000000
tangerang,5,160,144,4000000000
tangerang,3,61,60,1650000000
tangerang,3,101,84,2150000000
tangerang,3,150,90,2049999999
tangerang,4,200,180,4800000000
tangerang,3,150,90,2049999999
tangerang,5,145,135,2550000000
tangerang,3,150,121,3890000000
tangerang,2,130,80,2400000000
tangerang,5,316,240,9100000000
tangerang,3,148,136,3600000000
tangerang,3,188,136,4000000000
tangerang,4,198,160,4350000000
tangerang,3,186,144,2900000000
tangerang,3,62,66,1650000000
tangerang,3,186,144,2900000000
tangerang,3,73,77,1850000000
tangerang,2,80,85,1950000000
tangerang,3,156,122,2550000000
tangerang,3,156,122,2550000000
tangerang,3,125,72,2400000000
tangerang,4,124,117,2200000000
tangerang,3,160,200,1850000000
tangerang,3,120,119,1440000000
tangerang,2,37,118,1000000000
tangerang,2,60,90,670000000
tangerang,3,79,112,1750000000
tangerang,2,60,60,560000000
tangerang,3,69,90,1170000000
tangerang,2,48,72,560000000
tangerang,4,150,119,1440000000
tangerang,4,125,54,1810000000
tangerang,4,150,63,1550000000
tangerang,2,27,72,322370000
tangerang,3,90,60,560000000
tangerang,2,45,84,960000000
tangerang,2,72,72,670000000
tangerang,3,90,90,610000000
tangerang,2,36,60,700000000
tangerang,4,160,160,1110000000
tangerang,2,84,84,750000000
tangerang,4,260,157,1940000000
tangerang,4,150,140,2770000000
tangerang,2,41,84,890000000
tangerang,2,36,72,670000000
tangerang,2,50,78,590000000
tangerang,2,90,102,880000000
tangerang,4,144,144,1350000000
tangerang,2,48,200,1110000000
tangerang,2,94,94,610000000
tangerang,2,108,66,1330000000
tangerang,3,72,72,500000000
tangerang,3,79,66,970000000
tangerang,2,36,72,560000000
tangerang,4,176,120,1770000000
tangerang,2,30,60,560000000
tangerang,2,60,90,1520000000
tangerang,4,60,42,900000000
tangerang,4,120,72,1050000000
tangerang,4,150,81,1550000000
tangerang,3,120,300,3100000000
tangerang,3,59,145,1660000000
tangerang,4,110,160,1990000000
tangerang,4,135,180,1660000000
tangerang,5,164,160,1940000000
tangerang,4,100,120,1660000000
tangerang,3,79,66,1020000000
tangerang,2,54,72,790000000
tangerang,2,45,96,890000000
tangerang,2,46,102,940000000
tangerang,3,120,72,1050000000
tangerang,2,32,50,550000000
tangerang,4,115,84,999000000
tangerang,2,40,60,450000000
tangerang,2,55,84,1000000000
tangerang,2,66,90,670000000
tangerang,2,36,64,450000000
tangerang,2,75,37,670000000
tangerang,2,120,205,1770000000
tangerang,3,126,105,1800000000
tangerang,2,27,72,166000000
tangerang,3,108,134,1990000000
tangerang,2,62,119,1110000000
tangerang,2,44,90,1000000000
tangerang,2,36,72,890000000
tangerang,3,110,128,1050000000
tangerang,2,34,115,940000000
